ID,Title,Brand,Category,Description,Specifications
ZuUKzmkqDyQwdcwhxlG5Xd,"","Denon","Home Audio/Preamps","No description available","Power amplifier rated output:&nbsp;X: ; Total Distortion:&nbsp;ANALOG IN: 0.01 %(1 kHz); Frequency response:&nbsp;20 Hz to 20 kHz: &plusmn;0.5 dB; Analog output level:&nbsp;FIX: 2.0 Vrms (10 k&Omega;/kohms)/Variable; SN ratio: ANALOG IN:&nbsp;90 dB (Audible Range); Music Services Supported:&nbsp;Pandora, Spotify, TuneIn, Rhapsody, SiriusXM, Amazon Music, Tidal, iHeartRadio, and SoundCloud with more coming soon: ; Music Stored on Phone/Tablet:&nbsp;iTunes music stored locally on your iOS device or music files on your Android or Kindle Fire device.: ; NAS (Network Attached Storage):&nbsp;Play from your home network: DLNA compliant.; Audio outputs:&nbsp;Analog (variable/fixed), Digital coax, Fiber optic.: ; USB storage:&nbsp;Connected to the HEOS Link or other HEOS player.: ; Aux Input:&nbsp;Analog or optical digital sources connected to the HEOS Link or other HEOS players.: ; Music downloads:&nbsp;DRM-free downloads from any service. Subject to audio format support: ; Album art supported:&nbsp;JPG, PNG, BMP and GIF picture formats. Internet Radio Supported: Streaming AAC, MP3, WMA (via the TuneIn service).; WMA: Up to and including 192kbps; AAC and MP3: Up to and including 320kbps; WAV, ALAC and FLAC: Up to and including 24-bit/192kHz.; *AIFF and DSD support are coming soon: ; Wireless Connectivity:&nbsp;Supports latest dual band wireless networks (including 802.11 a/b/g/n/ac standards).: ; Wired Connectivity:&nbsp;Single RJ-45 jack for connection to wired Ethernet: ; Power supply:&nbsp;AC 120 V, 60 Hz: ; Buttons and indicators: Volume up/down; Mute / Mute button LED indicator: ; Multicolored LED status indicator: ; Network &lsquo;connect&rsquo; button (rear): ; Bluetooth &lsquo;connect&rsquo; button (rear): ; Dimensions (W x H x D):&nbsp;2.91"" x 6.14"" x 5.83"": ; Weight:&nbsp;2.9 lbs: ; Operating temperature range:&nbsp;41&deg;F to 95&deg;F: "
ZuUKzmkqDyQwdcwhxlG9HH,"","McIntosh","Home Audio/Preamps","No description available","+0, -0.5dB from 20Hz to 20kHz: ; +0, -3dB from 15Hz to 100kHz: "
ZuUKzmkqDyQwdcwhxlGDH5,"","McIntosh","Home Audio/Preamps","No description available","Video Resolution Support: Up to 8K/60Hz and 4K/120Hz; HDMI Ports: 7 inputs and 3 outputs (1 HDMI input and 2 outputs support 8K/60Hz and 4K/120Hz); HDR Support: HDR10, HDR10+, Dolby Vision, HLG; Upscaling: Up to 8K; Features: Quick Media Switching (QMS), Auto Low Latency Mode (ALLM); Audio Channels: 13.2; Audio Formats: Dolby Atmos, DTS:X Pro, Auro-3D, IMAX Enhanced; Calibration: Audyssey MultEQ XT32; Streaming: Apple AirPlay 2, Bluetooth, Spotify Connect; eARC/ARC: Enhanced Audio Return Channel and Audio Return Channel for TV connectivity; Digital Inputs: 4 optical and 2 coaxial; Analog Inputs: 2 stereo unbalanced, 1 balanced stereo XLR; Outputs: 15 balanced XLR connectors and unbalanced RCA connectors for 13.2 channels; Network: Ethernet and Wi-Fi enabled; Smart Home Integration: Control4 and Crestron Home certifications; Dimensions (W x H x D): 17.5"" (44.45 cm) x 7.625"" (19.37 cm) x 19.5"" (49.53 cm); Weight: 31 lbs (14.1 kg); Finish: Black with McIntosh signature glass front panel, illuminated logo, and knobs; Power Consumption: Standby &lt;0.5W; Full operation varies by load; Voltage: 100V to 240V, 50/60Hz"
ZuUKzmkqDyQwdcwhxlGHJa,"","Rotel","Home Audio/Preamps","No description available","Phono Input (MM): 2.5 mV / 47k ohms; Line Level Inputs (RCA): 150 mV / 100k ohms; Line Level Inputs (XLR): 250 mV / 100k ohms; Phono Input: 64 mV; Line Level Inputs (RCA): 4 V; Line Level Inputs (XLR): 5.5 V; Line Level (RCA): 1 V; Balance (XLR): 2 V; Phono Input: 20 Hz - 20k Hz, +0.3, -- 0.2dB; Line Level Inputs (RCA): 10 Hz - 100k Hz, +0, -- 0.1dB; Line Level Inputs (XLR): 10 Hz - 100k Hz, +0, -- 0.1dB; Bass: +/- 10 dB at 100Hz; Treble: +/- 10 dB at 10kHz; Phono Input: 80 dB; Line Level Inputs (RCA): 117 dB; Line Level Inputs (XLR): 115 dB; Phono Input: &gt; 85 dB; Line Level Inputs (RCA): &gt; 85 dB; Line Level Inputs (XLR): &gt; 75 dB; USB Audio Class 1.0 (up to 96kHz 24 bit): ; USB Audio Class 2.0 (up to 384kHz 32bit) *Driver installation required*: ; MQA and MQA Studio (up to 384kHz 24bit): ; Roon Tested: ; Power Requirements: 120 Volts, 60 Hz; Power Consumption: 45 watts; Standby Power Consumption: &lt; 0.5 watts; BTU: 78 BTU/h; Dimensions (W x H x D): 17"" x 5-11/16"" x 13-7/9""; Front Panel Height: 3U (5-1/4""); Weight (net): 22.27 lbs."
ZuUKzmkqDyQwdcwhxlHmXw,"","Audio-Technica","Home Audio/Turntables","No description available","Pre-amp PHONO 4mV nominal at 1kHZ, 5cm/sec: ; Pre-amp LINE 240mV nominal at 1kHz, 5cm/sec: ; A/D, D/A: 16-bit/44.1kHz or 48kHz USB selectable; Computer interface: USB 1.1 compliant Windows 7 or above, or Mac OS X or above"
ZuUKzmkqDyQwdcwhxlI4y0,"","Victrola","Home Audio/Turntables","No description available","Unit (W x H x D): 13.38"" X 3.93"" x 12.59""; Speakers (W x H x D): 5.11"" x 7.87"" x 4.72"""
ZuUKzmkqDyQwdcwhxlIcNL,"","Denon","Home Audio/CD Players","No description available","SACD: 2Hz-50kHz (-3dB); CD: 2Hz-20kHz (-0.5dB); SACD: 0.0010%; CD: 0.0016%; SACD: 119dB; CD: 117dB; SACD: 112dB; CD: 101dB; DAC Circuit: TI Advanced Current Segment PCM1795(192k/32bit) &times;1; Digital Filter: Fixed; Digital Processing: Advanced AL32 Processing Plus; DAC Master Clock Design (Not Support Network Playback): Yes; Mechanism: TD-505 FOR DM; Disc Type: SACD/CD/CD-R/CD-RW / DVD-R/+R/-RW/+RW; SACD: Yes (Stereo Layer/Multi-D/M); Super Audio CD Text: Yes; MP3 / WMA / AAC: Yes / Yes / Yes; WAV: Yes (~48kHz/24bit); FLAC: Yes (~48kHz/24bit); ALAC: Yes (~48kHz/24bit); AIFF: Yes (~48kHz/24bit); MP3 / WMA / AAC: Yes / Yes / Yes; WAV: Yes (~192kHz/24bit); FLAC: Yes (~192kHz/24bit); ALAC: Yes (~96kHz/24bit); AIFF: Yes (~196kHz/24bit); DSD (DIFF / DSF): Yes (~5.6MHz); Fixed Analog Output (RCA): Cinch x 1 (Gold-Plated); Optical input/output (Maximum Support): 0 / 1; Coaxial input/output (Maximum Support): 0 / 1; Remote Controller: System Remote (Amp and CD Player Control); On-Product Buttons: Power, Disc Layer, Pure Direct, Play/Pause, Stop, Fwd/Rev, Open/Close; LED: Power: 1 (Green); Front Panel Display: Single Line; Dimmer for Front Display: Bright / Dim / Dark / Off; Control with App via Network Player (Use Remote Control Bus): Yes; Pure Direct Mode: Yes; Last Function Memory: Yes; Remote Control Bus Terminal: Yes; Remote Control: Yes (controllable, PMA-1700NE); Battery: Yes (AAA &times; 2); Power Cord: Yes; Other: Stereo RCA Cable &times; 1; Timer Play (Need external audio timer): Yes; Auto Standby Mode: Auto Standby Mode; Front Panel (Center): Aluminum; Power, Function, Open/Close buttons: Aluminum; Power Consumption: 24W; Standby Consumption: 0.1W; Unit Dimensions (W &times; H &times; D): 17.08"" &times; 15.11"" x 5.31""; Cabinet Size (W &times; H &times; D): 17.08"" &nbsp;&times; 14.72"" x 5.31""; Net weight: 19.84 lbs"
ZuUKzmkqDyQwdcwhxlIewG,"","Denon","Home Audio/CD Players","No description available","CD Compatibility: CD / CD-R/RW / WMA / MP3: Yes / Yes / Yes / Yes; Tuner: FM/AM: Yes / Yes; Phono MM Input: Yes; Network Audio Streaming: Yes; Spotify Connect*/Tidal*/Deezer*/others *: Yes / Yes / Yes / Yes; Amazon Prime Music*/Pandora*: Yes / Yes; AirPlay 2: Yes; Roon Tested: Yes; Internet Radio: TuneIn; HEOS Multi-Room and Streaming: Yes; Voice Control &mdash;Works with Amazon Alexa: Yes; Auto Power On by Optical Input Signal: Yes; TV Remote Learning: Yes; Quick Select Buttons: Yes; Bluetooth/aptX/NFC: Yes / No / No; Bluetooth Headphone Transmission: Yes; USB Audio: Front/Rear: Yes / No; USB-A: DSD/WAV/FLAC/AIFF/ALAC: 5.6 / 192 / 192 / No / 192; Ethernet/Wi-Fi: Yes / Yes; WiFi Setup: WPS/Wi-Fi Sharing: Yes / Yes; Lossy Formats: MP3/WMA/AAC: Yes / Yes / Yes; Lossless Formats: FLAC HD/ALAC/WAV/AIFF/DSD: Yes / Yes / Yes / No / Yes; Gapless Playback: Yes (FLAC, WAV, DSD); Tone Control: Bass/Treble/Balance: Yes / Yes / Yes; Low Noise OELD Display: 3 line; Clock: Yes; Sleep Timer: Yes; Programmable Timer: Once/Daily: Yes / Yes; Analog In/Out: 2 (AUX, PHONO MM) / No; Digital Optical In/Out: 1 / No; HDMI ARC Input: Yes&nbsp;; Subwoofer Pre-Out: Yes; Main Pre-Out: Yes; Speaker Terminal: Push Type/Screw: No / Yes; Headphone Out: Yes; Number of Channels: 2; Freq. Response (Analog In): 10 Hz&ndash;40 kHz; Signal-to-Noise Ratio (Audio): 90dB; Input Sensitivity/Impedance (Analog In): 200mV / 30 kohms; Total Harmonic Distortion (Audio): 0.1 (1 kHz/5W/ 4 ohms); Freq. Response (Phono): 20Hz&ndash;20kHz (RIAA deviation); Signal-to-Noise Ratio (Phono): 74dB; Input Sensitivity/Impedance (Phono): 2.5mV / 47 kohms; Frequency Range FM: 87.5&ndash;108 MHz; Signal-to-Noise Ratio (Mono/Stereo) FM: 70 / 70 dB; Total Harmonic Distortion (Mono/Stereo) FM: 0.4 / 0.4%; Available Colors: Black/White: Yes / No; Remote Control: RC1255; Power Consumption in W: 55; Standby Consumption in W: 0.4; Maximum Dimensions (W x D x H): 11-1/8"" x 11-59/64"" x 4-1/4""; Weight: 7 lbs, 8 oz"
ZuUKzmkqDyQwdcwhxlIfVH,"","Marantz","Home Audio/CD Players","No description available","Power Consumption 38W, 0.3W (Standby): ; USB DSD: 2Hz - 50kHz (-3dB); USB PCM: 2Hz - 50kHz (-1.5dB); CD: 2Hz - 20kHz; USB DSD: 0.0006%; USB PCM 24bit: 0.0005%; CD: 0.0015%; USB DSD: 110dB; USB PCM 24bit: 118dB; CD: 118dB; USB DSD: 110dB; USB PCM 24bit: 118dB; CD: 101dB; Output Circuit: New HDAM + HDAM-SA2; Power Transformer: EI; + HDAM-SA2: ; Disc: CD / CD-R / CD-RW; Playability of Files Recorded on CD-R/RW: MP3, WMA; Mass Storage Class: ; 5V/1A: ; Remote Control Bus Terminal: Yes (RC-5 In / Out) with External / Internal Select Switch; RS232C: No; Flasher Input: Yes (U ver); Panel Color: Silver Gold / Black; Front Center Panel: Aluminum; Back Shell: Molded; Side Cover / Top Cover: SECC; Edge Lighting: No; Chassis Material: SECC; Product Dimensions: 17.40"" x 5.07"" x 15.59""; Packaging Dimensions: 20.66"" x 9.80"" x 20.11""; Product Weight: 16.53; Carton Weight (incl. product): 22.48""; USA CD 60/U1B 747192136512 Black: ; USA CD 60/U1SG 747192136529 Silver Gold: "
ZuUKzmkqDyQwdcwhxlIflR,"","Marantz","Home Audio/CD Players","No description available","Unit (W × H × D mm) 440 × 192 × 442: ; Cabinet Size 440 × 192 × 422: ; Net weight 33.0 kg: ; SACD: 2Hz–50kHz (-3dB); CD: 2Hz–20kHz (±1.0dB); SACD: 0.0004%; CD: 0.0015%; SACD: 118dB; CD: 116dB; SACD: 112dB; CD: 98dB; UNBALANCED: 2.0Vrms; BALANCED: 4.0Vrms; Output Circuit: New HDAM; Power Transformer: Toroidal; Headphone Circuit: Discrete; H/P Amp Gain Setting: Yes (Low / Mid / High); H/P On.Off Setting: H/P Off automatically, when in use; DAC Circuit: New MMM-Conversion; Dither: MMM-Stream (Dither 1, 2, Off); Noise Shaper: MMM-Stream (Balanced, Natural, Dynamic Music, Dymanic Voice); Digital Filter: MMM-Stream (Filter 1, 2 Selectable); Jitter Reducer: Yes; DAC Master Clock Design (No Support for Network Playback): Yes; Asynchronous mode (for USB-B input): Yes; Isolator (for USB-B input): Yes (Complete Isolation System Duo); Fixed Analog Output (RCA): Cinch × 1 (Thick nickel plated Maching copper L/R independent terminals); Fixed Balanced XLR Output: 1; Optical input / output (Maximum Support): 2/1 (44.1 kHz - 192 kHz); Coaxial input / output (Maximum Support) 2/1 (44.1 kHz: 192 kHz); Headphone Output: Yes (f6.3 x 1); Remote Control Bus Terminal: Yes; Remote Internal / External Switch: Yes"
ZuUKzmkqDyQwdcwhxlJjyP,"","Eversolo","Home Audio/DACs (Digital-to-Analog Converters)","No description available","Output level: 4.2V; Frequency response: 20Hz~20KHz(&plusmn;0. 25dB); Dynamic range: &gt; 128dB; SNR: &gt;128dB; THD+N: &lt;0.00009%(-120dB) @No-wt; Crosstalk: &gt;-121dB; Output level: 2.1V; Frequency response: 20Hz~20KHz (&plusmn;0. 25dB); Dynamic range: &gt; 125dB; SNR: &gt;125dB; THD+N: &lt;0.00010%(-119dB)@A-WT; Crosstalk: &gt;-121dB"
ZuUKzmkqDyQwdcwhxlJkHG,"","HiFi Rose","Home Audio/DACs (Digital-to-Analog Converters)","No description available","Size: 16.92"" x 12.87"" x 3.42""; Weight: 22.04 lbs.; Body: Solid Aluminum, Rust-proof Steel; Display: 2 x Polycarbonate AMOLED hidden screen (MIPI-DSI); Input Voltage: AC100-120V, 220-240V, 50/60Hz; CPU: Quad-core ARM Cortex-A7MP; RAM: 1GB DDR3 (1866Mhz Data Rate); Flash: 8GB eMMc; Oscillator: OCXO (Oven Controlled Crystal Oscillators); PCM Filter: Sharp Roll-off, Slow Roll-off, Short Delay Sharp Roll-off (default), Short Delay Slow Roll-off, Super Slow Roll-off, Low Dispersion Short Delay; PCM/DSD Upsampling: PCM 44.1kHz to 705kHz, PCM 48.0kHz to 768kHz, DSD64 to DSD512; Digital Input: ; 1 x USB SFP Module (32bit / 768kHz, Native DSD512): ; 1 x USB Type-B 2.0 (32bit / 768kHz, Native DSD512): ; 1 x HDMI I2S (32bit / 768kHz, Native DSD512): ; 1 x OPTICAL RX (24bit / 192kHz, DoP64): ; 1 x COAXIAL RCA (32bit / 384kHz, DoP128): ; 1 x COAX BNC (32bit / 384kHz, DoP128): ; 1 x AES/EBU XLR (32bit / 384kHz, DoP128): ; Analog Output: 2 x Balanced XLR, 2 x Unbalanced RCA; External Clock (10MHz): 1 x 75ohm BNC, 1 x 50ohm SMA; IR: 38kHz IR Receiver; Sensitivity: 9Vrms @ 1kHz 0dBF (TBC); Frequency Response: 10Hz ~ 70kHz @ +1/-3dB (TBC); SNR: 132dB A-wt (TBC); THD: 0.0002% / 113dB (TBC); Dynamic Range: 129dB (TBC)"
ZuUKzmkqDyQwdcwhxlJlJu,"","iFi Audio","Home Audio/DACs (Digital-to-Analog Converters)","No description available","PCM: 44.1/48/88.2/96/176.4/192/352.8/384kHz; DSD: 2.8/3.1/5.6/6.1/11.3/12.3MHz; DXD: 352.8/384kHz; MQA: Full Decoder; DAC: Bit-Perfect DSD &amp; DXD DAC by Cirrus Logic; Balanced: 477mW@32&Omega;; 7.2V@600&Omega;; S-Bal: 300mW@32&Omega;; 3.8V@600&Omega;; 132dB(A) / 121dB(A) (BAL/S-BAL): ; 114dB(A) / 114dB(A) (BAL/S-BAL): "
ZuUKzmkqDyQwdcwhxlJmi6,"","iFi Audio","Home Audio/DACs (Digital-to-Analog Converters)","No description available","20Hz: 20kHz +0/-0.5dB (44.1kHz); 1Hz: 44khz +0/-3.0dB (&gt;= 88.2kHz)"
ZuUKzmkqDyQwdcwhxlJpXB,"","McIntosh","Home Audio/DACs (Digital-to-Analog Converters)","No description available","+/-0.5dB from 20Hz to 20kHz: ; +0.5/-3dB from 5Hz to 60kHz (source dependent): ; 2.0Vrms Unbalanced: ; 4.0Vrms Balanced: ; 0: 8.0Vrms Unbalanced; 0: 16.0Vrms Balanced; Coaxial and optical inputs: SPDIF (PCM), and bitstream MCT - SACD, PCM; USB Audio: DSD, DXD, PCM, HDMI - PCM, Dolby Digital, DTS; Optical: PCM 16-bit, 24-bit 44.1-192kHz; Coaxial: PCM 16-bit, 24-bit 44.1-192kHz; MCT: PCM, SACD, 16-bit, 24-bit 44.1-192kHz; DXD DXD352.8kHz, DXD384kHz: ; DSD DSD64, DSD128, DSD256, DSD512: ; Coaxial: 0.5V p-p/75 ohms; Optical: -15dbm to -21dbm (TOS Link); MCT: 0.5V p-p/75 ohms; USB Audio 2.0: USB Type-B Connector; HDMI: 2.0 ARC; Streaming Support: Apple AirPlay, Google Cast, Spotify Connect, Tidal Connect, Roon; Supported Audio Formats: MP3, AAC, FLAC, ALAC, WMA, Ogg, Vorbis, WAV, M4A, OGG, AIFF; Wi-Fi Certified: a, b, g, n, ac; WPATM, WPA2TM, WMM&reg;: ; 2.4/5 GHz, Ethernet: ; Bluetooth 5.0: AVRCP, A2DP, aptX, aptX HD, aptX LL; Power Control Out: 12VDC, 25mA; 100 Volts, 50/60Hz at 35 watts: ; 110 Volts, 50/60Hz at 35 watts: ; 120 Volts, 50/60Hz at 35 watts: ; 220 Volts, 50/60Hz at 35 watts: ; 230 Volts, 50/60Hz at 35 watts: ; 240 Volts, 50/60Hz at 35 watts: "
ZuUKzmkqDyQwdcwhxlJrGv,"","NAD Electronics","Home Audio/DACs (Digital-to-Analog Converters)","No description available","THD (20Hz - 20kHz): &lt;0.002 % at 2 V out; Signal-to-Noise Ratio: &gt;106dB (IHF; A-weighted, ref. 500 mV out, unity gain); Channel separation: &gt;100dB (1 kHz); &gt;90 dB (10 kHz); Input Impedance (R and C): 56 kohms + 100 pF; Maximum input signal: &gt;4.6 Vrms (ref. 0.1 % THD); Output impedance: Source Z + 320 ohms; Input sensitivity: 65mV (ref. 500 mV out, Volume maximum); Frequency response: &plusmn;0.3 dB (20 Hz &ndash; 20 kHz); Maximum voltage output -IHF load: &gt;&gt;5 V (ref. 0.1 % THD); THD (20Hz - 20kHz): &lt;0.01% at 2 V out; Signal-to-Noise Ratio: &gt;84dB (200 ohms source; A-weighted, ref. 500 mV out); Input sensitivity: 46 kohms/100 pF; Frequency response: &plusmn;0.3 dB (20 Hz &ndash; 20 kHz); Maximum input signal at 1kHz: &gt;80 mVrms (ref. 0.1 % THD); THD (20Hz - 20kHz): &lt;0.005% at 1V out; Signal-to-Noise Ratio: &gt;107 dB (32 ohms loads; A-WTD, ref. 1V out, unity gain; Frequency response: &plusmn;0.3 dB (20 Hz &ndash; 20 kHz); Channel separation: &gt;62 dB at 1kHz; Output impedance: 2.2 Ohms; Continuous output power into 8 ohms and 4 ohms: 2 x 130W; THD (20 Hz &ndash; 20 kHz): &lt;0.02% (250 mW to 130 W, 8 ohms and 4 ohms); Signal-to-Noise Ratio: &gt;95 dB (A-weighted, 500 mV input, ref. 1 W out in 8 ohms); Clipping power: 150W; 210W into 8 ohms: ; 300W into 4 ohms: ; 350W into 2 ohms: ; &gt;90dB (1 kHz): ; &gt;75dB (10 kHz): ; Supports bit rate/sample rate: up to 32 bit/384 kHz; Frequency band: 2.402GHz- 2.480GHz; Maximum transmit power (dBm): 7 dBm &plusmn; 2 dBm; Gross dimensions (W x H x D): 17.1"" x 3.9"" x 15.4&ldquo;; Net Weight: 19.1lb; Shipping weight: 24.2lb"
ZuUKzmkqDyQwdcwhxlJsZj,"","NAD Electronics","Home Audio/DACs (Digital-to-Analog Converters)","No description available","&gt;85dB (1kHz): ; &gt;80dB (10kHz): ; &gt;82dB (200 ohm source, A-weighted, ref. 500mV out): ; &gt;76dB (MM cartridge source, IHF; A-weighted, ref. 500mV out): ; 8 ohms: 80W; 4 ohms: 150W; 2 ohms: 200W; &gt;75dB (1kHZ): ; &gt;70dB (10kHZ): ; Up to 24 bit/192kHz (digital source): ; Up to 24 bit/384kHz (computer source): "
ZuUKzmkqDyQwdcwhxvGuTi,"","Shure","Studio Equipment/Microphones","No description available","Type: Dynamic (moving coil); Polar Pattern: Unidirectional (cardioid); A/D Converter: 24 bit, 48 kHz. (Also supports 16-bit, 44.1 kHz for Apple iOS devices); Frequency Response: 50 Hz to 15,000 Hz; Adjustable Gain Range: 0 to +36 dB; USB Sensitivity at Minimum Gain, Flat Mode: -34.7 dBFS/Pa at 1kHz (1 Pa = 94 dB SPL); USB Maximum SPL: 128 dB SPL; On-Board DSP: Auto-Level Mode, Digital Popper Stopper, Real-time Denoiser, Tone Slider, High-Pass Filter; Headphone Output: 3.5 mm (1/8""); Power Requirements: USB Audio Class 2 (UAC2), Powered through USB Bus Power (USB 2.0 or higher); MFi Certified: Yes; Software Compatibility Desktop: MOTIV Mix&trade; Desktop App; Mobile: ShurePlus&trade; MOTIV Audio &amp; Video App(s); Connector Type: USB-C; Mounting Type: 5/8""-27 thread mount; Housing: Diecast Zinc Alloy; Net Weight (MV6 + stand + base): 2.83 lbs.; Windows: Windows 10 and higher, minimum 8 GB of RAM, 20% or more hard disk space; Macintosh: MacOS 12 and higher, 8 GB of RAM, 20% or more hard disk space.; iOS iOS 16 and higher: ; Android 12 and higher: "
ZuUKzmkqDyQwdcwhxvGwh5,"","Shure","Studio Equipment/Microphones","No description available","Microphone Length: 6.67"" (169.5mm); Microphone Diameter: 3.54"" (90mm) (in yoke, incl. knurled knobs); H = mic and yoke assembly 90-degrees to one another, measured from table to top of the mic: ; Windows: Windows 10 and higher, minimum 8 GB of RAM, 20% or more hard disk space.; Macintosh: MacOS 12 and higher, 8 GB of RAM, 20% or more hard disk space.; iOS: iOS 16 and higher; Android: Android 12 and higher"
ZuUKzmkqDyQwdcwhxvGzO5,"","Shure","Studio Equipment/Microphones","No description available","Microphone Length: 6.67"" (169.5mm); Microphone Diameter: 3.54"" (90mm) (in yoke, incl. knurled knobs); H = mic and yoke assembly 90-degrees to one another, measured from table to top of the mic: ; Windows: Windows 10 and higher, minimum 8 GB of RAM, 20% or more hard disk space.; Macintosh: MacOS 12 and higher, 8 GB of RAM, 20% or more hard disk space.; iOS: iOS 16 and higher; Android: Android 12 and higher"
ZuUKzmkqDyQwdcwhxvLNjw,"","JBL","Studio Equipment/Studio Monitors","No description available","Front Panel: ; Bluetooth Remote: ; Boundary Compensation (Flat / -3dB): "
ZuUKzmkqDyQwdcwhxvQrp2,"","Shure","Studio Equipment/Audio Interfaces","No description available","Type: Dynamic (moving coil); Polar Pattern: Unidirectional (cardioid); Frequency Response: 50 Hz to 16,000 Hz; Maximum SPL: 128 dB SPL; Sensitivity at Minimum Gain: -33 dBFS/Pa at 1 kHz (1 Pa = 94 dB SPL); Adjustable Gain Range: 0 to +36 dB; Digital Noise Floor (20 Hz to 20kHz, A-weighted): -118dBFS (with Auto Level Mode and Real Time Denoiser enabled); Supported Types: XLR, 1/4"" TS, 1/4"" TRS; Input Impedance (XLR): 5.8k&Omega;; Input Impedance (1/4""): 1M&Omega;; 0 to +60 dB: ; 0 to +40 dB (stereo mode): ; XLR: -14dBV; 1/4"": 7dBV; XLR: -118dBFS (with Auto Level Mode and Real Time Denoiser enabled); On-Board DSP: Auto Level Mode with SmartGate, Digital Popper Stopper, Real-time Denoiser, Tone Slider, Reverb, Compressor, Limiter, High-Pass Filter; USB Host Requirements: USB Audio Class 2 (UAC2), Powered through USB Bus Power (USB 2.0 or higher); A/D Converter: 24-bit, 48kHz (16-bit, 44.1kHz support for iOS); Headphone Output: 3.5 mm (1/8""); Connector Type: USB-C port; Stand Mount Type: 5/8""-27 thread mount; Housing: Diecast aluminum; Software Compatibility: MOTIV Mix&trade; Desktop App, MOTIV Audio iOS &amp; Android Apps; Microphone Length: 5.37""; Diameter: 90mm (in yoke, incl. knurled knobs); Mic in Yoke: 8.15"" x 6.46"" x 3.54""; Net Weight: 1.25 lbs"
ZuUKzmkqDyQwdcwhxvlkgF,"","Alpine","Studio Equipment/Studio Processors","No description available","Ref: 14.4V, 2&Omega;, @ &le;1% THD+N: 75W RMS X 4; Ref: 14.4V, 4&Omega;, @ &le;1% THD+N: 75W RMS X 4; Ref: 14.4V, 2&Omega;, @ &le;1% THD+N: ~150W RMS x 4 up to 20ms; Ref: 14.4V, 4&Omega;, @ &le;1% THD+N: ~150W RMS x 4 up to 20ms; Ref: 10W into 2&Omega;: &lt;0.1%; Ref: Rated Power into 2&Omega;: &lt;0.1%; Ref: 10W into 4&Omega;: &lt;0.1%; Ref: Rated Power into 4&Omega;: &lt;0.1%; IHF A-wtd + AES-17, Ref: 1 W into 4&Omega;: &ge;82dB; IHF A-wtd + AES-17, Ref: Rated Power into 4&Omega;: &gt; 98dB; +0 / -3 dB, Ref: 1 W into 4&Omega;: 15-36kHz; Ref: Rated Power Into 4&Omega;, RCA 0.2-4V; Ref: Rated Power Into 4&Omega;, Speaker 0.5-10V; Selectable LPF/HPF @-12dB/oct(Defeatable) 50-400Hz: ; IP Rating: IP66; Dimensions (W x H x D): 9-3/16"" x 1-3/4"" x 3-3/4""; Weight: 1.1 lbs."
